pathway	description	#SampleID	Abundance	Group	relative_abundance
PWY-6572	chondroitin sulfate degradation I (bacterial)	AB1	438.8794686517724	CN	5.33908645637061e-05
PWY-6588	pyruvate fermentation to acetone	AB1	12377.394179962916	CN	0.00150574320175899
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	AB1	7678.172762370698	CN	0.0009340703116320533
PWY-6608	guanosine nucleotides degradation III	AB1	23041.73200586856	CN	0.002803088503132173
PWY-6609	adenine and adenosine salvage III	AB1	59067.09918425557	CN	0.007185671050882156
PWY-6612	superpathway of tetrahydrofolate biosynthesis	AB1	51509.68556582607	CN	0.006266291413021651
PWY-6628	superpathway of L-phenylalanine biosynthesis	AB1	20695.44050509138	CN	0.0025176558486272875
PWY-6629	superpathway of L-tryptophan biosynthesis	AB1	23.98925190410964	CN	2.9183568402767977e-06
PWY-6630	superpathway of L-tyrosine biosynthesis	AB1	19755.051721545333	CN	0.002403255030713035
PWY-6641	superpathway of sulfolactate degradation	AB1	34.70367402735391	CN	4.221795030761859e-06
PWY-6654	phosphopantothenate biosynthesis III	AB1	15.995842342069338	CN	1.945937126408272e-06
PWY-6660	2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	AB1	0.0	CN	0.0
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	AB1	1.1380362318451187	CN	1.384451601477024e-07
PWY-6700	queuosine biosynthesis	AB1	45427.43193697153	CN	0.005526368944700527
PWY-6703	preQ0 biosynthesis	AB1	38052.09264893133	CN	0.004629139137508122
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	AB1	5180.865588008083	CN	0.0006302661953675969
PWY-6713	L-rhamnose degradation II	AB1	0.0	CN	0.0
PWY-6728	methylaspartate cycle	AB1	197.59483186012616	CN	2.403794130251955e-05
PWY-6731	starch degradation III	AB1	0.0	CN	0.0
PWY-6737	starch degradation V	AB1	64608.15334650312	CN	0.007859755152436365
PWY-6749	CMP-legionaminate biosynthesis I	AB1	166.0349532705428	CN	2.0198597419335033e-05
PWY-6876	isopropanol biosynthesis	AB1	99.8717541929809	CN	1.2149666782631017e-05
PWY-6891	thiazole biosynthesis II (Bacillus)	AB1	6130.260022025174	CN	0.0007457625748174225
PWY-6892	thiazole biosynthesis I (E. coli)	AB1	32143.38707737778	CN	0.003910329255863966
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	AB1	19951.76130081836	CN	0.0024271852786638295
PWY-6897	thiamin salvage II	AB1	48641.47368502016	CN	0.005917365744344207
PWY-6901	superpathway of glucose and xylose degradation	AB1	23683.71507389825	CN	0.0028811874653430526
PWY-6906	chitin derivatives degradation	AB1	7.696354764679347	CN	9.362822009823121e-07
PWY-6944	androstenedione degradation	AB1	0.0	CN	0.0
PWY-6948	sitosterol degradation to androstenedione	AB1	0.0	CN	0.0
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	AB1	46684.051135744674	CN	0.005679240040848987
PWY-6992	1,5-anhydrofructose degradation	AB1	2.058275669564697	CN	2.5039475609576666e-07
PWY-7003	glycerol degradation to butanol	AB1	8191.251924340094	CN	0.000996487767912979
PWY-7007	methyl ketone biosynthesis	AB1	1.999549717361472	CN	2.4325058649018217e-07
PWY-7013	L-1,2-propanediol degradation	AB1	614.3625529252062	CN	7.47388524621746e-05
PWY-7031	protein N-glycosylation (bacterial)	AB1	5.658477495552106	CN	6.883689650141971e-07
PWY-7046	4-coumarate degradation (anaerobic)	AB1	0.0	CN	0.0
PWY-7084	nitrifier denitrification	AB1	0.0	CN	0.0
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	AB1	312.06673781696753	CN	3.7963755709072186e-05
PWY-7094	fatty acid salvage	AB1	2903.832845683185	CN	0.0003532590546005394
PWY-7097	vanillin and vanillate degradation I	AB1	0.6984962332101439	CN	8.497394033980644e-08
PWY-7098	vanillin and vanillate degradation II	AB1	0.7848764000942761	CN	9.548231933795989e-08
PWY-7111	pyruvate fermentation to isobutanol (engineered)	AB1	53871.59264125885	CN	0.006553623744068898
PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	AB1	2.332160651989069	CN	2.837135988467708e-07
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	AB1	35315.489174504444	CN	0.004296223984478662
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	AB1	38892.50294812885	CN	0.004731377304630041
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	AB1	50365.149309216016	CN	0.00612705550742634
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	AB1	32293.40342760453	CN	0.003928579147256477
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	AB1	11950.66044277729	CN	0.0014538298980065207
PWY-7199	pyrimidine deoxyribonucleosides salvage	AB1	47630.25913262866	CN	0.0057943487816746195
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	AB1	36640.7093792951	CN	0.004457440577016976
PWY-7208	superpathway of pyrimidine nucleobases salvage	AB1	79157.56725154418	CN	0.00962973037973893
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	AB1	14494.640185402688	CN	0.0017633118573895299
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	AB1	25150.55180142869	CN	0.0030596320877293117
PWY-7219	adenosine ribonucleotides de novo biosynthesis	AB1	74215.99469688191	CN	0.009028574823731275
PWY-722	nicotinate degradation I	AB1	2.8614939759036147	CN	3.4810841752670757e-07
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	AB1	74781.12419264078	CN	0.009097324342731805
PWY-7221	guanosine ribonucleotides de novo biosynthesis	AB1	65872.50272867289	CN	0.008013566646129622
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	AB1	74781.12419264078	CN	0.009097324342731805
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	AB1	45651.040822357696	CN	0.005553571565391738
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	AB1	74499.7738242507	CN	0.009063097315753738
PWY-7234	inosine-5'-phosphate biosynthesis III	AB1	27482.04500367812	CN	0.0033432644895249612
PWY-7237	myo-, chiro- and scillo-inositol degradation	AB1	370.62	CN	4.508691711049546e-05
PWY-7242	D-fructuronate degradation	AB1	24151.06847001008	CN	0.002938042259557619
PWY-7254	TCA cycle VII (acetate-producers)	AB1	677.9850078480744	CN	8.247869475744628e-05
PWY-7255	ergothioneine biosynthesis I (bacteria)	AB1	0.0	CN	0.0
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	AB1	10.666214760593933	CN	1.2975736355124975e-06
PWY-7295	L-arabinose degradation IV	AB1	0.0	CN	0.0
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	AB1	8350.361277827004	CN	0.0010158438475421647
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	AB1	47355.48384298856	CN	0.0057609216306627594
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	AB1	9847.50696915202	CN	0.0011979756366714788
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	AB1	679.1537603497035	CN	8.262087663420317e-05
PWY-7347	sucrose biosynthesis III	AB1	0.0	CN	0.0
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	AB1	901.3039952278504	CN	0.00010964604857858854
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	AB1	498.5450964960555	CN	6.064934823150833e-05
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	AB1	629.3438041866789	CN	7.656136186220031e-05
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	AB1	88.90758950423329	CN	1.0815846739170369e-05
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	AB1	1906.737804767225	CN	0.000231959768374583
PWY-7385	1,3-propanediol biosynthesis (engineered)	AB1	0.0	CN	0.0
PWY-7391	isoprene biosynthesis II (engineered)	AB1	31.942916030640017	CN	3.885941415306737e-06
PWY-7392	taxadiene biosynthesis (engineered)	AB1	37224.49052280667	CN	0.004528459118995759
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	AB1	34618.2014949576	CN	0.004211397067933687
PWY-7401	crotonate fermentation (to acetate and cyclohexane carboxylate)	AB1	0.0	CN	0.0
PWY-7431	aromatic biogenic amine degradation (bacteria)	AB1	35.31434423736032	CN	4.296084699804025e-06
PWY-7446	sulfoglycolysis	AB1	0.0	CN	0.0
PWY-7456	mannan degradation	AB1	7896.506488331372	CN	0.0009606311950296426
PWY-7527	L-methionine salvage cycle III	AB1	0.0	CN	0.0
PWY-7528	L-methionine salvage cycle I (bacteria and plants)	AB1	0.0	CN	0.0
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	AB1	51998.336927070726	CN	0.006325737161821955
PWY-7560	methylerythritol phosphate pathway II	AB1	55933.23632383401	CN	0.006804428227981376
PWY-7616	methanol oxidation to carbon dioxide	AB1	4.416951315755349	CN	5.373339751080765e-07
PWY-7644	heparin degradation	AB1	1.593984962406015	CN	1.9391254620737203e-07
PWY-7663	gondoate biosynthesis (anaerobic)	AB1	73742.33353786099	CN	0.008970952673239566
PWY-7664	oleate biosynthesis IV (anaerobic)	AB1	46633.96726808178	CN	0.0056731472040083145
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	AB1	53519.842977084285	CN	0.006510832453927288
PWY-922	mevalonate pathway I	AB1	13125.235539770116	CN	0.0015967201091072914
PWY0-1061	superpathway of L-alanine biosynthesis	AB1	18788.25106585987	CN	0.0022856411377087096
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	AB1	3873.117115272308	CN	0.0004711750858980191
PWY0-1261	anhydromuropeptides recycling	AB1	35540.93118088453	CN	0.004323649609255745
PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	AB1	3.5680832484826266	CN	4.3406689781361923e-07
PWY0-1296	purine ribonucleosides degradation	AB1	30770.77409632327	CN	0.003743347204971961
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	AB1	30783.57624352747	CN	0.003744904620518429
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	AB1	30839.044652905708	CN	0.003751652501301678
PWY0-1319	CDP-diacylglycerol biosynthesis II	AB1	66114.81302965895	CN	0.008043044344191189
PWY0-1338	polymyxin resistance	AB1	17.8764881228593	CN	2.1747227300796336e-06
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	AB1	5683.74623466098	CN	0.0006914429749048899
PWY0-1479	tRNA processing	AB1	8083.728030319068	CN	0.0009834071977950045
PWY0-1533	methylphosphonate degradation I	AB1	1822.0342141333765	CN	0.00022165534937434105
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	AB1	41072.14887772974	CN	0.0049965370784095025
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	AB1	54786.40437982363	CN	0.0066649130458561155
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	AB1	38942.22322612313	CN	0.004737425909812273
PWY0-321	phenylacetate degradation I (aerobic)	AB1	11.41636977997208	CN	1.3888320057535115e-06
PWY0-41	allantoin degradation IV (anaerobic)	AB1	19.428771114333426	CN	2.363562119666342e-06
PWY0-42	2-methylcitrate cycle I	AB1	39.02834324581769	CN	4.747902641207025e-06
PWY0-781	aspartate superpathway	AB1	19062.21079355166	CN	0.002318969073421984
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	AB1	14317.207967812814	CN	0.0017417267521949746
PWY0-862	(5Z)-dodec-5-enoate biosynthesis	AB1	43366.204766198425	CN	0.005275615130565975
PWY1G-0	mycothiol biosynthesis	AB1	6.7375715906258735	CN	8.196436561237327e-07
PWY490-3	nitrate reduction VI (assimilatory)	AB1	3593.693277118401	CN	0.000437182426490697
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	AB1	54910.86687927325	CN	0.006680054242758738
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	AB1	54910.86687927325	CN	0.006680054242758738
PWYG-321	mycolate biosynthesis	AB1	44246.15287235742	CN	0.005382663177956639
PYRIDNUCSAL-PWY	NAD salvage pathway I	AB1	48139.0858771588	CN	0.005856248919967842
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	AB1	49243.15059478306	CN	0.005990561354289107
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	AB1	11696.857555140745	CN	0.001422954095952467
REDCITCYC	TCA cycle VIII (helicobacter)	AB1	11705.69874527775	CN	0.0014240296504472738
RHAMCAT-PWY	L-rhamnose degradation I	AB1	13502.386260757652	CN	0.0016426015059432114
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	AB1	53282.062970828	CN	0.006481905878371166
RUMP-PWY	formaldehyde oxidation I	AB1	1233.1492952351944	CN	0.00015001591942996896
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	AB1	20464.88696955944	CN	0.002489608392618275
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	AB1	57561.07812445549	CN	0.007002459549371534
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	AB1	17144.885823356923	CN	0.002085721347975291
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	AB1	0.0	CN	0.0
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	AB1	28017.63405517209	CN	0.003408420334244614
TCA	TCA cycle I (prokaryotic)	AB1	38116.63917552405	CN	0.00463699139560066
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	AB1	2347.433912156122	CN	0.00028557163191341307
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	AB1	10998.333064927085	CN	0.0013379767180723894
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	AB1	42162.13420856647	CN	0.0051291367175630605
THREOCAT-PWY	superpathway of L-threonine metabolism	AB1	13.843411302920977	CN	1.6840881170506018e-06
THRESYN-PWY	superpathway of L-threonine biosynthesis	AB1	60738.08907861197	CN	0.007388951453610888
TRNA-CHARGING-PWY	tRNA charging	AB1	64529.92050507096	CN	0.007850237917432938
TRPSYN-PWY	L-tryptophan biosynthesis	AB1	41680.433733664206	CN	0.005070536562730605
TYRFUMCAT-PWY	L-tyrosine degradation I	AB1	2085.993130142352	CN	0.00025376665952131885
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	AB1	5175.370162643986	CN	0.0006295976621317273
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	AB1	36258.7806220898	CN	0.004410977919259084
VALDEG-PWY	L-valine degradation I	AB1	9.976700417760991	CN	1.2136923662291167e-06
VALSYN-PWY	L-valine biosynthesis	AB1	53314.11369754733	CN	0.006485804935245931
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	AB10	55644.71129109742	CN	0.007100250496167878
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	AB10	10.10914885758894	CN	1.2899247300689017e-06
AEROBACTINSYN-PWY	aerobactin biosynthesis	AB10	0.0	CN	0.0
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	AB10	81.45598687243982	CN	1.0393762458058011e-05
ANAEROFRUCAT-PWY	homolactic fermentation	AB10	52087.78600636529	CN	0.006646387767226163
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	AB10	69747.83587877583	CN	0.008899805476826063
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	AB10	12489.783877566528	CN	0.0015936931312268178
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	AB10	1.3674507679355434	CN	1.7448635761136328e-07
ARGORNPROST-PWY	arginine, ornithine and proline interconversion	AB10	1095.1054104431776	CN	0.0001397351617690809
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	AB10	35226.586744295484	CN	0.004494903184977097
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	AB10	34097.88060737232	CN	0.004350880579364286
ARO-PWY	chorismate biosynthesis I	AB10	57200.88224959901	CN	0.007298817500360256
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	AB10	61773.28394086792	CN	0.00788225475115798
AST-PWY	L-arginine degradation II (AST pathway)	AB10	196.7026195684276	CN	2.5099202418032803e-05
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	AB10	16662.38054950213	CN	0.002126115366922003
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	AB10	60546.13563087669	CN	0.007725670950205079
CALVIN-PWY	Calvin-Benson-Bassham cycle	AB10	74994.03740988822	CN	0.00956921940961498
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	AB10	5.520270270270271	CN	7.04385031677541e-07
CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)	AB10	0.0	CN	0.0
CENTFERM-PWY	pyruvate fermentation to butanoate	AB10	2807.802841326074	CN	0.0003582749025864136
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	AB10	0.0	CN	0.0
COA-PWY	coenzyme A biosynthesis I	AB10	65803.39931534838	CN	0.00839649641084733
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	AB10	42288.21527418788	CN	0.0053959651243737266
CODH-PWY	reductive acetyl coenzyme A pathway	AB10	3230.4443491824923	CN	0.0004122038476061855
COLANSYN-PWY	colanic acid building blocks biosynthesis	AB10	34933.616358755484	CN	0.004457520240991445
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	AB10	59320.45143812699	CN	0.007569273970226345
CRNFORCAT-PWY	creatinine degradation I	AB10	23.09953190369208	CN	2.947494183273366e-06
DAPLYSINESYN-PWY	L-lysine biosynthesis I	AB10	45963.3716633809	CN	0.005864914111086092
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	AB10	10.710743801652892	CN	1.3666880863874665e-06
DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	AB10	42370.29727107521	CN	0.005406438765544705
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	AB10	7.508828618712114	CN	9.58124552875163e-07
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	AB10	64380.02465328539	CN	0.008214874179083457
ECASYN-PWY	enterobacterial common antigen biosynthesis	AB10	0.8240122520753786	CN	1.0514374620508937e-07
ENTBACSYN-PWY	enterobactin biosynthesis	AB10	8.745901226602722	CN	1.1159746916245803e-06
FAO-PWY	fatty acid &beta;-oxidation I	AB10	1449.2829594172204	CN	0.0001849281236784152
FASYN-ELONG-PWY	fatty acid elongation -- saturated	AB10	66852.18183866561	CN	0.008530320784427047
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	AB10	51031.97921232489	CN	0.006511667098553341
FERMENTATION-PWY	mixed acid fermentation	AB10	34011.00002085211	CN	0.004339794639420769
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	AB10	55498.67481919599	CN	0.0070816162808396265
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	AB10	2985.6141671292694	CN	0.0003809635808986038
FUCCAT-PWY	fucose degradation	AB10	5769.553833847384	CN	0.0007361935486939295
GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	AB10	17102.52823242777	CN	0.0021822780952670397
GALACTARDEG-PWY	D-galactarate degradation I	AB10	40.13023395216828	CN	5.120607276397218e-06
GALACTUROCAT-PWY	D-galacturonate degradation I	AB10	26807.17539183038	CN	0.003420588515249518
GALLATE-DEGRADATION-I-PWY	gallate degradation II	AB10	0.0	CN	0.0
GALLATE-DEGRADATION-II-PWY	gallate degradation I	AB10	0.0	CN	0.0
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	AB10	15661.461522858708	CN	0.0019983983629039436
GLUCARDEG-PWY	D-glucarate degradation I	AB10	494.65981568460825	CN	6.311846211898432e-05
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	AB10	40.13023395216828	CN	5.120607276397218e-06
GLUCONEO-PWY	gluconeogenesis I	AB10	62733.5191824284	CN	0.008004780514921237
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	AB10	381.102277314531	CN	4.862855014985273e-05
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	AB10	16286.795151467855	CN	0.0020781907691143956
GLUTORN-PWY	L-ornithine biosynthesis	AB10	30785.51198657149	CN	0.003928223216289878
GLYCOCAT-PWY	glycogen degradation I (bacterial)	AB10	60417.521363917615	CN	0.007709259803636033
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	AB10	58214.09021327487	CN	0.007428102569505034
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	AB10	126.70199225011152	CN	1.6167140820141917e-05
